bucket,raw_name,event_type,description
foul_committed,Leïla,personalfoul,Leïla Lacan personal foul (Cameron Brink draws the foul)
foul_committed,Rickea,personalfoul,Rickea Jackson personal foul (Olivia Nelson-Ododa draws the foul)
rebound,Sun,rebound,Sun defensive rebound
foul_committed,Mamignan,personalfoul,Mamignan Touré personal foul (Kelsey Plum draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Bria,shootingfoul,Bria Hartley shooting foul (Kelsey Plum draws the foul)
foul_committed,Saniya,shootingfoul,Saniya Rivers shooting foul (Rae Burrell draws the foul)
foul_committed,Dearica,shootingfoul,Dearica Hamby shooting foul (Tina Charles draws the foul)
rebound,Sparks,rebound,Sparks defensive rebound
foul_committed,Tina,shootingfoul,Tina Charles shooting foul (Azurá Stevens draws the foul)
rebound,Sun,rebound,Sun offensive rebound
foul_committed,Dearica,personalfoul,Dearica Hamby personal foul (Aneesah Morrow draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
turnover,Sun,turnover,Sun turnover (shot clock violation)
foul_committed,Rickea,personalfoul,Rickea Jackson personal foul (Marina Mabrey draws the foul)
rebound,Sun,rebound,Sun offensive rebound
rebound,Sun,rebound,Sun offensive rebound
rebound,Sparks,rebound,Sparks defensive rebound
foul_committed,Tina,personalfoul,Tina Charles personal foul (Loose ball) (Rickea Jackson draws the foul)
rebound,Sparks,rebound,Sparks defensive rebound
foul_committed,Leïla,personalfoul,Leïla Lacan personal foul (Kelsey Plum draws the foul)
foul_committed,Bria,personalfoul,Bria Hartley personal foul (Loose ball) (Kelsey Plum draws the foul)
foul_committed,Rickea,shootingfoul,Rickea Jackson shooting foul (Olivia Nelson-Ododa draws the foul)
foul_committed,Bria,personalfoul,Bria Hartley personal foul (Cameron Brink draws the foul)
rebound,Sun,rebound,Sun defensive rebound
foul_committed,Cameron,shootingfoul,Cameron Brink shooting foul (Olivia Nelson-Ododa draws the foul)
foul_committed,Kelsey,offensivefoul,Kelsey Plum offensive foul (Saniya Rivers draws the foul)
rebound,Sparks,rebound,Sparks defensive rebound
foul_committed,Olivia,personalfoul,Olivia Nelson-Ododa personal foul (Loose ball) (Azurá Stevens draws the foul)
rebound,Sun,rebound,Sun offensive rebound
foul_committed,Cameron,shootingfoul,Cameron Brink shooting foul (Olivia Nelson-Ododa draws the foul)
foul_committed,Olivia,personalfoul,Olivia Nelson-Ododa personal foul (Cameron Brink draws the foul)
foul_committed,Saniya,shootingfoul,Saniya Rivers shooting foul (Kelsey Plum draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Marina,shootingfoul,Marina Mabrey shooting foul (Cameron Brink draws the foul)
foul_committed,Rickea,shootingfoul,Rickea Jackson shooting foul (Tina Charles draws the foul)
foul_committed,Olivia,offensivefoul,Olivia Nelson-Ododa offensive foul (Rae Burrell draws the foul)
foul_committed,Cameron,offensivefoul,Cameron Brink offensive foul (Tina Charles draws the foul)
foul_committed,Leïla,personalfoul,Leïla Lacan personal foul (Kelsey Plum draws the foul)
foul_committed,Dearica,shootingfoul,Dearica Hamby shooting foul (Tina Charles draws the foul)
rebound,Sun,rebound,Sun offensive rebound
foul_committed,Azurá,shootingfoul,Azurá Stevens shooting foul (Tina Charles draws the foul)
foul_committed,Marina,shootingfoul,Marina Mabrey shooting foul (Dearica Hamby draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Rhyne,shootingfoul,Rhyne Howard shooting foul (Tina Charles draws the foul)
foul_committed,Saniya,personalfoul,Saniya Rivers personal foul (Brittney Griner draws the foul)
rebound,Sun,rebound,Sun defensive rebound
foul_committed,Rhyne,personalfoul,Rhyne Howard personal foul (Marina Mabrey draws the foul)
foul_committed,Saniya,shootingfoul,Saniya Rivers shooting foul (Rhyne Howard draws the foul)
foul_committed,Brionna,personalfoul,Brionna Jones personal foul (Tina Charles draws the foul)
rebound,Sun,rebound,Sun defensive rebound
foul_committed,Mamignan,shootingfoul,Mamignan Touré shooting foul (Allisha Gray draws the foul)
foul_committed,Mamignan,personalfoul,Mamignan Touré personal foul (Rhyne Howard draws the foul)
rebound,Dream,rebound,Dream defensive rebound
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Maya,personalfoul,Maya Caldwell personal foul (Marina Mabrey draws the foul)
foul_committed,Brittney,shootingfoul,Brittney Griner shooting foul (Marina Mabrey draws the foul)
foul_committed,Te-Hina,shootingfoul,Te-Hina Paopao shooting foul (Marina Mabrey draws the foul)
rebound,Sun,rebound,Sun offensive rebound
foul_committed,Aneesah,shootingfoul,Aneesah Morrow shooting foul (Allisha Gray draws the foul)
turnover,Dream,turnover,Dream turnover (shot clock violation)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Tina,personalfoul,Tina Charles personal foul (Brionna Jones draws the foul)
turnover,Dream,turnover,Dream turnover (shot clock violation)
rebound,Dream,rebound,Dream defensive rebound
foul_committed,Marina,shootingfoul,Marina Mabrey shooting foul (Rhyne Howard draws the foul)
foul_committed,Jordin,shootingfoul,Jordin Canada shooting foul (Aaliyah Edwards draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Maya,personalfoul,Maya Caldwell personal foul (Marina Mabrey draws the foul)
rebound,Dream,rebound,Dream defensive rebound
foul_committed,Haley,shootingfoul,Haley Peters shooting foul (Maya Caldwell draws the foul)
foul_committed,Haley,technicalfoul,Haley Peters technical foul
foul_committed,Maya,shootingfoul,Maya Caldwell shooting foul (Aneesah Morrow draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Saniya,shootingfoul,Saniya Rivers shooting foul (Maya Caldwell draws the foul)
foul_committed,Rayah,personalfoul,Rayah Marshall personal foul (Naz Hillmon draws the foul)
foul_committed,Naz,shootingfoul,Naz Hillmon shooting foul (Aneesah Morrow draws the foul)
rebound,Sun,rebound,Sun defensive rebound
foul_committed,Leonie,offensivefoul,Leonie Fiebich offensive foul (Off the ball) (Arike Ogunbowale draws the foul)
rebound,Liberty,rebound,Liberty defensive rebound
foul_committed,Jonquel,personalfoul,Jonquel Jones personal foul (Grace Berger draws the foul)
foul_committed,Grace,shootingfoul,Grace Berger shooting foul (Sabrina Ionescu draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Jonquel,personalfoul,Jonquel Jones personal foul (Maddy Siegrist draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Maddy,personalfoul,Maddy Siegrist personal foul (Stephanie Talbot draws the foul)
foul_committed,Maddy,personalfoul,Maddy Siegrist personal foul (Stephanie Talbot draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Haley,shootingfoul,Haley Jones shooting foul (Isabelle Harrison draws the foul)
foul_committed,Diamond,personalfoul,Diamond Miller personal foul (Isabelle Harrison draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Natasha,shootingfoul,Natasha Cloud shooting foul (Haley Jones draws the foul)
foul_committed,Jonquel,personalfoul,Jonquel Jones personal foul (Arike Ogunbowale draws the foul)
foul_committed,Luisa,shootingfoul,Luisa Geiselsöder shooting foul (Emma Meesseman draws the foul)
foul_committed,Grace,personalfoul,Grace Berger personal foul (Leonie Fiebich draws the foul)
foul_committed,Emma,shootingfoul,Emma Meesseman shooting foul (Myisha Hines-Allen draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Leonie,personalfoul,Leonie Fiebich personal foul (Loose ball) (Myisha Hines-Allen draws the foul)
foul_committed,Isabelle,shootingfoul,Isabelle Harrison shooting foul (Myisha Hines-Allen draws the foul)
foul_committed,Grace,shootingfoul,Grace Berger shooting foul (Sabrina Ionescu draws the foul)
foul_committed,Stephanie,shootingfoul,Stephanie Talbot shooting foul (Maddy Siegrist draws the foul)
foul_committed,Grace,personalfoul,Grace Berger personal foul (Isabelle Harrison draws the foul)
rebound,Wings,rebound,Wings offensive rebound
rebound,Wings,rebound,Wings defensive rebound
foul_committed,Emma,shootingfoul,Emma Meesseman shooting foul (Arike Ogunbowale draws the foul)
foul_committed,Li,offensivefoul,Li Yueru offensive foul (Off the ball) (Sabrina Ionescu draws the foul)
foul_committed,Li,personalfoul,Li Yueru personal foul (Jonquel Jones draws the foul)
foul_committed,Jonquel,offensivefoul,Jonquel Jones offensive foul (Off the ball) (Myisha Hines-Allen draws the foul)
foul_committed,Sandy,technicalfoul,Sandy Brondello technical foul
foul_committed,Luisa,personalfoul,Luisa Geiselsöder personal foul (Jonquel Jones draws the foul)
foul_committed,Natasha,personalfoul,Natasha Cloud personal foul (Grace Berger draws the foul)
foul_committed,Isabelle,personalfoul,Isabelle Harrison personal foul (Myisha Hines-Allen draws the foul)
foul_committed,Myisha,personalfoul,Myisha Hines-Allen personal foul (Marine Johannès draws the foul)
foul_committed,Natasha,shootingfoul,Natasha Cloud shooting foul (Arike Ogunbowale draws the foul)
foul_committed,Myisha,shootingfoul,Myisha Hines-Allen shooting foul (Marine Johannès draws the foul)
rebound,Liberty,rebound,Liberty defensive rebound
rebound,Liberty,rebound,Liberty defensive rebound
foul_committed,Arike,personalfoul,Arike Ogunbowale personal foul (Loose ball) (Marine Johannès draws the foul)
foul_committed,Natasha,shootingfoul,Natasha Cloud shooting foul (Diamond Miller draws the foul)
foul_committed,Diamond,personalfoul,Diamond Miller personal foul (Sabrina Ionescu draws the foul)
foul_committed,Myisha,personalfoul,Myisha Hines-Allen personal foul (Jonquel Jones draws the foul)
foul_committed,Haley,offensivefoul,Haley Jones offensive foul (Off the ball) (Sabrina Ionescu draws the foul)
foul_committed,Diamond,personalfoul,Diamond Miller personal foul (Emma Meesseman draws the foul)
foul_committed,Leonie,personalfoul,Leonie Fiebich personal foul (Haley Jones draws the foul)
foul_committed,Leonie,personalfoul,Leonie Fiebich personal foul (Arike Ogunbowale draws the foul)
foul_committed,Leonie,shootingfoul,Leonie Fiebich shooting foul (Maddy Siegrist draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Natasha,shootingfoul,Natasha Cloud shooting foul (Luisa Geiselsöder draws the foul)
foul_committed,Arike,personalfoul,Arike Ogunbowale personal foul (Sabrina Ionescu draws the foul)
foul_committed,Emma,shootingfoul,Emma Meesseman shooting foul (Myisha Hines-Allen draws the foul)
foul_committed,Leonie,personalfoul,Leonie Fiebich personal foul (Myisha Hines-Allen draws the foul)
foul_committed,Julie,shootingfoul,Julie Allemand shooting foul (Alyssa Thomas draws the foul)
foul_committed,Natasha,shootingfoul,Natasha Mack shooting foul (Dearica Hamby draws the foul)
foul_committed,Kelsey,shootingfoul,Kelsey Plum shooting foul (Satou Sabally draws the foul)
foul_committed,Kahleah,personalfoul,Kahleah Copper personal foul (Kelsey Plum draws the foul)
foul_committed,Azurá,shootingfoul,Azurá Stevens shooting foul (Satou Sabally draws the foul)
rebound,Sparks,rebound,Sparks defensive rebound
turnover,Sparks,turnover,Sparks turnover (shot clock violation)
foul_committed,Kahleah,shootingfoul,Kahleah Copper shooting foul (Rickea Jackson draws the foul)
foul_committed,Rae,personalfoul,Rae Burrell personal foul (Natasha Mack draws the foul)
foul_committed,Cameron,shootingfoul,Cameron Brink shooting foul (DeWanna Bonner draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,DeWanna,shootingfoul,DeWanna Bonner shooting foul (Dearica Hamby draws the foul)
foul_committed,Julie,personalfoul,Julie Vanloo personal foul (Sami Whitcomb draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
foul_committed,Cameron,personalfoul,Cameron Brink personal foul (Loose ball) (Satou Sabally draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
foul_committed,Kahleah,shootingfoul,Kahleah Copper shooting foul (Rickea Jackson draws the foul)
foul_committed,Sparks,technicalfoulnonunsportsmanlike,Sparks technical foul (Defensive three second)
rebound,Mercury,rebound,Mercury offensive rebound
foul_committed,Cameron,personalfoul,Cameron Brink personal foul (Natasha Mack draws the foul)
foul_committed,Satou,shootingfoul,Satou Sabally shooting foul (Dearica Hamby draws the foul)
foul_committed,Dearica,shootingfoul,Dearica Hamby shooting foul (Satou Sabally draws the foul)
foul_committed,Sami,personalfoul,Sami Whitcomb personal foul (Kelsey Plum draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
foul_committed,Dearica,personalfoul,Dearica Hamby personal foul (Loose ball) (Satou Sabally draws the foul)
foul_committed,Cameron,shootingfoul,Cameron Brink shooting foul (Kahleah Copper draws the foul)
rebound,Sparks,rebound,Sparks defensive rebound
foul_committed,Sparks,technicalfoulnonunsportsmanlike,Sparks technical foul (Defensive three second)
rebound,Mercury,rebound,Mercury defensive rebound
foul_committed,Rickea,personalfoul,Rickea Jackson personal foul (Loose ball) (Monique Akoa Makani draws the foul)
turnover,Mercury,turnover,Mercury turnover (shot clock violation)
foul_committed,Satou,personalfoul,Satou Sabally personal foul (Rickea Jackson draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Monique,shootingfoul,Monique Akoa Makani shooting foul (Dearica Hamby draws the foul)
foul_committed,Julie,personalfoul,Julie Vanloo personal foul (DeWanna Bonner draws the foul)
rebound,Mercury,rebound,Mercury defensive rebound
foul_committed,Sami,shootingfoul,Sami Whitcomb shooting foul (Dearica Hamby draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Kelsey,personalfoul,Kelsey Plum personal foul (Kahleah Copper draws the foul)
rebound,Sparks,rebound,Sparks defensive rebound
foul_committed,Kahleah,shootingfoul,Kahleah Copper shooting foul (Kelsey Plum draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Sami,shootingfoul,Sami Whitcomb shooting foul (Dearica Hamby draws the foul)
foul_committed,Rae,personalfoul,Rae Burrell personal foul (Take) (Alyssa Thomas draws the foul)
foul_committed,Sami,shootingfoul,Sami Whitcomb shooting foul (Kelsey Plum draws the foul)
foul_committed,Rae,personalfoul,Rae Burrell personal foul (Take) (Alyssa Thomas draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
turnover,Mercury,turnover,Mercury turnover (8-second violation)
foul_committed,DeWanna,shootingfoul,DeWanna Bonner shooting foul (Rae Burrell draws the foul)
foul_committed,Julie,personalfoul,Julie Allemand personal foul (Satou Sabally draws the foul)
foul_committed,Kelsey,personalfoul,Kelsey Plum personal foul (Sami Whitcomb draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
rebound,Mercury,rebound,Mercury defensive rebound
foul_committed,Natasha,offensivefoul,Natasha Howard offensive foul (Charge) (Monique Akoa Makani draws the foul)
foul_committed,Aari,personalfoul,Aari McDonald personal foul (Satou Sabally draws the foul)
rebound,Fever,rebound,Fever defensive rebound
foul_committed,Aliyah,personalfoul,Aliyah Boston personal foul (Alyssa Thomas draws the foul)
foul_committed,Mercury,technicalfoulnonunsportsmanlike,Mercury technical foul (Defensive three second)
foul_committed,Lexie,personalfoul,Lexie Hull personal foul (DeWanna Bonner draws the foul)
foul_committed,Aari,personalfoul,Aari McDonald personal foul (Alyssa Thomas draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
foul_committed,Natasha,personalfoul,Natasha Mack personal foul (Aliyah Boston draws the foul)
foul_committed,Sophie,shootingfoul,Sophie Cunningham shooting foul (DeWanna Bonner draws the foul)
foul_committed,Monique,personalfoul,Monique Akoa Makani personal foul (Aliyah Boston draws the foul)
rebound,Fever,rebound,Fever defensive rebound
foul_committed,Alyssa,shootingfoul,Alyssa Thomas shooting foul (Kelsey Mitchell draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Satou,shootingfoul,Satou Sabally shooting foul (Makayla Timpson draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Aari,shootingfoul,Aari McDonald shooting foul (Monique Akoa Makani draws the foul)
